scenario,seed,split,level,algo,n_usable,n_test,auc,ks,lift@5,recall@5,lift@10,recall@10,lift@20,recall@20,comm_floats,sweep_param,sweep_value,comm_rounds,comm_grad_msgs,comm_hist_msgs,gradient_returned,auuc,uplift@10,topk_overlap@10
SWEEP_overlap_rate_0.05,11,random,OVERLAP_L1_vs_L3a_联邦LR,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.45714285714285713
SWEEP_overlap_rate_0.05,11,random,OVERLAP_L1_vs_L3b_纵向GBDT,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.2857142857142857
SWEEP_overlap_rate_0.05,11,random,OVERLAP_L1_vs_L3c_SplitNN_形态A双向,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.22857142857142856
SWEEP_overlap_rate_0.05,22,random,L0_内地单方_LR,logistic,1218.0,366.0,0.798728813559322,0.5070621468926554,5.083333333333333,0.25,5.083333333333333,0.5,2.506849315068493,0.5,0.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,22,random,L1_加k匿名统计_LR,logistic,1218.0,366.0,0.8081450094161958,0.5607344632768361,6.777777777777777,0.3333333333333333,4.236111111111111,0.4166666666666667,2.506849315068493,0.5,354.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,22,random,L2_加粗粒度标记_LR,logistic,1218.0,366.0,0.7968455743879472,0.5155367231638418,5.083333333333333,0.25,5.083333333333333,0.5,2.506849315068493,0.5,0.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,22,random,L4_集中式_LR,logistic,1218.0,366.0,0.9124293785310733,0.7175141242937852,11.86111111111111,0.5833333333333334,6.777777777777777,0.6666666666666666,3.342465753424657,0.6666666666666666,0.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,22,random,L0_内地单方_GBDT,gbdt,1218.0,366.0,0.7940207156308852,0.5070621468926553,5.083333333333333,0.25,3.3888888888888884,0.3333333333333333,2.924657534246575,0.5833333333333334,0.0,overlap_rate,0.05,60.0,0.0,0.0,,,,
SWEEP_overlap_rate_0.05,22,random,L4_集中式_GBDT,gbdt,1218.0,366.0,0.8349811676082862,0.5833333333333333,6.777777777777777,0.3333333333333333,4.236111111111111,0.4166666666666667,3.342465753424657,0.6666666666666666,466248.0,overlap_rate,0.05,60.0,416.0,416.0,,,,
SWEEP_overlap_rate_0.05,22,random,L3a_联邦LR,federated_logistic,1218.0,366.0,0.9143126177024483,0.7203389830508475,11.86111111111111,0.5833333333333334,6.777777777777777,0.6666666666666666,3.342465753424657,0.6666666666666666,681600.0,overlap_rate,0.05,400.0,,,,,,
SWEEP_overlap_rate_0.05,22,random,L3b_纵向GBDT,vertical_gbdt,1218.0,366.0,0.8349811676082862,0.5833333333333333,6.777777777777777,0.3333333333333333,4.236111111111111,0.4166666666666667,3.342465753424657,0.6666666666666666,466248.0,overlap_rate,0.05,60.0,416.0,416.0,,,,
SWEEP_overlap_rate_0.05,22,random,L3c_SplitNN_形态A双向,splitnn,1218.0,366.0,0.9126647834274952,0.672316384180791,11.86111111111111,0.5833333333333334,5.930555555555555,0.5833333333333334,4.178082191780821,0.8333333333333334,73728.0,overlap_rate,0.05,36.0,,,1.0,,,
SWEEP_overlap_rate_0.05,22,random,L3c_SplitNN_形态B自监督,splitnn,1218.0,366.0,0.49599811676082856,0.14830508474576265,1.6944444444444442,0.08333333333333333,0.8472222222222221,0.08333333333333333,0.41780821917808214,0.08333333333333333,36864.0,overlap_rate,0.05,36.0,,,0.0,,,
SWEEP_overlap_rate_0.05,22,random,L3c_SplitNN_形态B随机,splitnn,1218.0,366.0,0.6454802259887006,0.3008474576271187,1.6944444444444442,0.08333333333333333,1.6944444444444442,0.16666666666666666,2.0890410958904106,0.4166666666666667,36864.0,overlap_rate,0.05,36.0,,,0.0,,,
SWEEP_overlap_rate_0.05,22,random,L0_内地单方_UPLIFT,t_learner,1218.0,366.0,,,,,,,,,,overlap_rate,0.05,,,,,-0.0025355914604400388,0.01090909090909091,
SWEEP_overlap_rate_0.05,22,random,L1_加k匿名统计_UPLIFT,t_learner,1218.0,366.0,,,,,,,,,,overlap_rate,0.05,,,,,-0.002379289405193524,-0.047619047619047616,
SWEEP_overlap_rate_0.05,22,random,L2_加粗粒度标记_UPLIFT,t_learner,1218.0,366.0,,,,,,,,,,overlap_rate,0.05,,,,,-9.826268156442064e-05,0.0,
SWEEP_overlap_rate_0.05,22,random,L4_集中式_UPLIFT,t_learner,1218.0,366.0,,,,,,,,,,overlap_rate,0.05,,,,,-0.003043505226236007,-0.13043478260869565,
SWEEP_overlap_rate_0.05,22,random,OVERLAP_L1_vs_L3a_联邦LR,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.5277777777777778
SWEEP_overlap_rate_0.05,22,random,OVERLAP_L1_vs_L3b_纵向GBDT,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.3333333333333333
SWEEP_overlap_rate_0.05,22,random,OVERLAP_L1_vs_L3c_SplitNN_形态A双向,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.4444444444444444
SWEEP_overlap_rate_0.05,33,random,L0_内地单方_LR,logistic,1218.0,366.0,0.6728896103896104,0.31209415584415584,4.357142857142857,0.21428571428571427,3.630952380952381,0.35714285714285715,2.1487279843444225,0.42857142857142855,0.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,33,random,L1_加k匿名统计_LR,logistic,1218.0,366.0,0.671875,0.3672889610389611,1.4523809523809523,0.07142857142857142,3.630952380952381,0.35714285714285715,2.1487279843444225,0.42857142857142855,384.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,33,random,L2_加粗粒度标记_LR,logistic,1218.0,366.0,0.6799918831168831,0.34659090909090906,4.357142857142857,0.21428571428571427,3.630952380952381,0.35714285714285715,2.506849315068493,0.5,0.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,33,random,L4_集中式_LR,logistic,1218.0,366.0,0.7128652597402597,0.4301948051948052,4.357142857142857,0.21428571428571427,2.9047619047619047,0.2857142857142857,2.1487279843444225,0.42857142857142855,0.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,33,random,L0_内地单方_GBDT,gbdt,1218.0,366.0,0.6358563311688311,0.29991883116883117,0.0,0.0,2.1785714285714284,0.21428571428571427,1.4324853228962817,0.2857142857142857,0.0,overlap_rate,0.05,60.0,0.0,0.0,,,,
SWEEP_overlap_rate_0.05,33,random,L4_集中式_GBDT,gbdt,1218.0,366.0,0.698051948051948,0.3741883116883116,4.357142857142857,0.21428571428571427,2.9047619047619047,0.2857142857142857,1.7906066536203522,0.35714285714285715,448102.0,overlap_rate,0.05,60.0,388.0,388.0,,,,
SWEEP_overlap_rate_0.05,33,random,L3a_联邦LR,federated_logistic,1218.0,366.0,0.7122564935064936,0.424512987012987,4.357142857142857,0.21428571428571427,2.9047619047619047,0.2857142857142857,2.1487279843444225,0.42857142857142855,681600.0,overlap_rate,0.05,400.0,,,,,,
SWEEP_overlap_rate_0.05,33,random,L3b_纵向GBDT,vertical_gbdt,1218.0,366.0,0.698051948051948,0.3741883116883116,4.357142857142857,0.21428571428571427,2.9047619047619047,0.2857142857142857,1.7906066536203522,0.35714285714285715,448102.0,overlap_rate,0.05,60.0,388.0,388.0,,,,
SWEEP_overlap_rate_0.05,33,random,L3c_SplitNN_形态A双向,splitnn,1218.0,366.0,0.6919642857142856,0.5097402597402597,2.9047619047619047,0.14285714285714285,2.9047619047619047,0.2857142857142857,2.8649706457925634,0.5714285714285714,73728.0,overlap_rate,0.05,36.0,,,1.0,,,
SWEEP_overlap_rate_0.05,33,random,L3c_SplitNN_形态B自监督,splitnn,1218.0,366.0,0.6034902597402597,0.27313311688311687,2.9047619047619047,0.14285714285714285,1.4523809523809523,0.14285714285714285,1.4324853228962817,0.2857142857142857,36864.0,overlap_rate,0.05,36.0,,,0.0,,,
SWEEP_overlap_rate_0.05,33,random,L3c_SplitNN_形态B随机,splitnn,1218.0,366.0,0.5464691558441558,0.1923701298701298,1.4523809523809523,0.07142857142857142,2.1785714285714284,0.21428571428571427,1.4324853228962817,0.2857142857142857,36864.0,overlap_rate,0.05,36.0,,,0.0,,,
SWEEP_overlap_rate_0.05,33,random,L0_内地单方_UPLIFT,t_learner,1218.0,366.0,,,,,,,,,,overlap_rate,0.05,,,,,0.013331358105436642,0.08571428571428572,
SWEEP_overlap_rate_0.05,33,random,L1_加k匿名统计_UPLIFT,t_learner,1218.0,366.0,,,,,,,,,,overlap_rate,0.05,,,,,0.011812624612198647,0.07120743034055729,
SWEEP_overlap_rate_0.05,33,random,L2_加粗粒度标记_UPLIFT,t_learner,1218.0,366.0,,,,,,,,,,overlap_rate,0.05,,,,,0.011695412359421184,0.17647058823529413,
SWEEP_overlap_rate_0.05,33,random,L4_集中式_UPLIFT,t_learner,1218.0,366.0,,,,,,,,,,overlap_rate,0.05,,,,,0.015042510036496395,0.3591331269349845,
SWEEP_overlap_rate_0.05,33,random,OVERLAP_L1_vs_L3a_联邦LR,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.3333333333333333
SWEEP_overlap_rate_0.05,33,random,OVERLAP_L1_vs_L3b_纵向GBDT,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.2222222222222222
SWEEP_overlap_rate_0.05,33,random,OVERLAP_L1_vs_L3c_SplitNN_形态A双向,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.4722222222222222
SWEEP_overlap_rate_0.05,44,random,L0_内地单方_LR,logistic,1225.0,368.0,0.6423220973782771,0.27621722846441943,0.0,0.0,2.5555555555555554,0.25,2.1004566210045663,0.4166666666666667,0.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,44,random,L1_加k匿名统计_LR,logistic,1225.0,368.0,0.6683052434456929,0.33239700374531833,1.7037037037037037,0.08333333333333333,0.8518518518518519,0.08333333333333333,2.1004566210045663,0.4166666666666667,330.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,44,random,L2_加粗粒度标记_LR,logistic,1225.0,368.0,0.6563670411985019,0.29307116104868913,0.0,0.0,3.4074074074074074,0.3333333333333333,2.1004566210045663,0.4166666666666667,0.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,44,random,L4_集中式_LR,logistic,1225.0,368.0,0.8644662921348314,0.6498127340823969,3.4074074074074074,0.16666666666666666,5.962962962962963,0.5833333333333334,3.780821917808219,0.75,0.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,44,random,L0_内地单方_GBDT,gbdt,1225.0,368.0,0.5510299625468165,0.20973782771535587,0.0,0.0,0.8518518518518519,0.08333333333333333,1.6803652968036529,0.3333333333333333,0.0,overlap_rate,0.05,60.0,0.0,0.0,,,,
SWEEP_overlap_rate_0.05,44,random,L4_集中式_GBDT,gbdt,1225.0,368.0,0.7165262172284644,0.46629213483146065,3.4074074074074074,0.16666666666666666,1.7037037037037037,0.16666666666666666,2.1004566210045663,0.4166666666666667,434064.0,overlap_rate,0.05,60.0,350.0,350.0,,,,
SWEEP_overlap_rate_0.05,44,random,L3a_联邦LR,federated_logistic,1225.0,368.0,0.8661048689138576,0.6526217228464419,3.4074074074074074,0.16666666666666666,5.962962962962963,0.5833333333333334,3.780821917808219,0.75,685600.0,overlap_rate,0.05,400.0,,,,,,
SWEEP_overlap_rate_0.05,44,random,L3b_纵向GBDT,vertical_gbdt,1225.0,368.0,0.7165262172284644,0.46629213483146065,3.4074074074074074,0.16666666666666666,1.7037037037037037,0.16666666666666666,2.1004566210045663,0.4166666666666667,434064.0,overlap_rate,0.05,60.0,350.0,350.0,,,,
SWEEP_overlap_rate_0.05,44,random,L3c_SplitNN_形态A双向,splitnn,1225.0,368.0,0.8405898876404494,0.6292134831460674,5.111111111111111,0.25,3.4074074074074074,0.3333333333333333,3.780821917808219,0.75,73728.0,overlap_rate,0.05,36.0,,,1.0,,,
SWEEP_overlap_rate_0.05,44,random,L3c_SplitNN_形态B自监督,splitnn,1225.0,368.0,0.7006086142322098,0.3904494382022472,1.7037037037037037,0.08333333333333333,0.8518518518518519,0.08333333333333333,2.5205479452054793,0.5,36864.0,overlap_rate,0.05,36.0,,,0.0,,,
SWEEP_overlap_rate_0.05,44,random,L3c_SplitNN_形态B随机,splitnn,1225.0,368.0,0.6350655430711611,0.37265917602996257,1.7037037037037037,0.08333333333333333,0.8518518518518519,0.08333333333333333,0.8401826484018264,0.16666666666666666,36864.0,overlap_rate,0.05,36.0,,,0.0,,,
SWEEP_overlap_rate_0.05,44,random,L0_内地单方_UPLIFT,t_learner,1225.0,368.0,,,,,,,,,,overlap_rate,0.05,,,,,0.00015684947296697548,0.07142857142857142,
SWEEP_overlap_rate_0.05,44,random,L1_加k匿名统计_UPLIFT,t_learner,1225.0,368.0,,,,,,,,,,overlap_rate,0.05,,,,,0.000550888099864395,0.041666666666666664,
SWEEP_overlap_rate_0.05,44,random,L2_加粗粒度标记_UPLIFT,t_learner,1225.0,368.0,,,,,,,,,,overlap_rate,0.05,,,,,0.00043093186506776353,0.06666666666666667,
SWEEP_overlap_rate_0.05,44,random,L4_集中式_UPLIFT,t_learner,1225.0,368.0,,,,,,,,,,overlap_rate,0.05,,,,,0.002550929077084454,0.12337662337662336,
SWEEP_overlap_rate_0.05,44,random,OVERLAP_L1_vs_L3a_联邦LR,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.4166666666666667
SWEEP_overlap_rate_0.05,44,random,OVERLAP_L1_vs_L3b_纵向GBDT,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.4166666666666667
SWEEP_overlap_rate_0.05,44,random,OVERLAP_L1_vs_L3c_SplitNN_形态A双向,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.3611111111111111
SWEEP_overlap_rate_0.05,55,random,L0_内地单方_LR,logistic,1176.0,353.0,0.5239067055393586,0.23294460641399417,2.076470588235294,0.1,3.025714285714286,0.3,1.512857142857143,0.3,0.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,55,random,L1_加k匿名统计_LR,logistic,1176.0,353.0,0.5384839650145772,0.2358600583090379,0.0,0.0,3.025714285714286,0.3,1.512857142857143,0.3,366.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,55,random,L2_加粗粒度标记_LR,logistic,1176.0,353.0,0.5262390670553936,0.21836734693877552,2.076470588235294,0.1,3.025714285714286,0.3,1.512857142857143,0.3,0.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,55,random,L4_集中式_LR,logistic,1176.0,353.0,0.6568513119533528,0.4384839650145773,2.076470588235294,0.1,1.0085714285714285,0.1,2.017142857142857,0.4,0.0,overlap_rate,0.05,,,,,,,
SWEEP_overlap_rate_0.05,55,random,L0_内地单方_GBDT,gbdt,1176.0,353.0,0.4174927113702624,0.23819241982507286,2.076470588235294,0.1,1.0085714285714285,0.1,0.5042857142857142,0.1,0.0,overlap_rate,0.05,60.0,0.0,0.0,,,,
SWEEP_overlap_rate_0.05,55,random,L4_集中式_GBDT,gbdt,1176.0,353.0,0.6026239067055394,0.2819241982507289,0.0,0.0,2.017142857142857,0.2,1.0085714285714285,0.2,447916.0,overlap_rate,0.05,60.0,398.0,398.0,,,,
SWEEP_overlap_rate_0.05,55,random,L3a_联邦LR,federated_logistic,1176.0,353.0,0.6574344023323615,0.4355685131195336,2.076470588235294,0.1,1.0085714285714285,0.1,2.017142857142857,0.4,658400.0,overlap_rate,0.05,400.0,,,,,,
SWEEP_overlap_rate_0.05,55,random,L3b_纵向GBDT,vertical_gbdt,1176.0,353.0,0.6026239067055394,0.2819241982507289,0.0,0.0,2.017142857142857,0.2,1.0085714285714285,0.2,447916.0,overlap_rate,0.05,60.0,398.0,398.0,,,,
SWEEP_overlap_rate_0.05,55,random,L3c_SplitNN_形态A双向,splitnn,1176.0,353.0,0.6142857142857142,0.34139941690962095,2.076470588235294,0.1,2.017142857142857,0.2,1.0085714285714285,0.2,73728.0,overlap_rate,0.05,36.0,,,1.0,,,
SWEEP_overlap_rate_0.05,55,random,L3c_SplitNN_形态B自监督,splitnn,1176.0,353.0,0.4947521865889213,0.17317784256559776,0.0,0.0,0.0,0.0,0.5042857142857142,0.1,36864.0,overlap_rate,0.05,36.0,,,0.0,,,
SWEEP_overlap_rate_0.05,55,random,L3c_SplitNN_形态B随机,splitnn,1176.0,353.0,0.5603498542274052,0.25772594752186595,0.0,0.0,0.0,0.0,1.0085714285714285,0.2,36864.0,overlap_rate,0.05,36.0,,,0.0,,,
SWEEP_overlap_rate_0.05,55,random,L0_内地单方_UPLIFT,t_learner,1176.0,353.0,,,,,,,,,,overlap_rate,0.05,,,,,0.005139737121807824,0.03146853146853147,
SWEEP_overlap_rate_0.05,55,random,L1_加k匿名统计_UPLIFT,t_learner,1176.0,353.0,,,,,,,,,,overlap_rate,0.05,,,,,0.007139079145371009,0.016666666666666663,
SWEEP_overlap_rate_0.05,55,random,L2_加粗粒度标记_UPLIFT,t_learner,1176.0,353.0,,,,,,,,,,overlap_rate,0.05,,,,,0.005312545443837957,0.0625,
SWEEP_overlap_rate_0.05,55,random,L4_集中式_UPLIFT,t_learner,1176.0,353.0,,,,,,,,,,overlap_rate,0.05,,,,,0.010020751282836983,0.09523809523809523,
SWEEP_overlap_rate_0.05,55,random,OVERLAP_L1_vs_L3a_联邦LR,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.45714285714285713
SWEEP_overlap_rate_0.05,55,random,OVERLAP_L1_vs_L3b_纵向GBDT,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.34285714285714286
SWEEP_overlap_rate_0.05,55,random,OVERLAP_L1_vs_L3c_SplitNN_形态A双向,top_k_overlap,,,,,,,,,,,,overlap_rate,0.05,,,,,,,0.2571428571428571
SWEEP_overlap_rate_0.1,11,random,L0_内地单方_LR,logistic,2469.0,741.0,0.595625528317836,0.3090659340659341,1.5405405405405408,0.07692307692307693,1.5405405405405408,0.15384615384615385,0.7702702702702704,0.15384615384615385,0.0,overlap_rate,0.1,,,,,,,
SWEEP_overlap_rate_0.1,11,random,L1_加k匿名统计_LR,logistic,2469.0,741.0,0.6255283178360102,0.3695054945054945,1.5405405405405408,0.07692307692307693,1.5405405405405408,0.15384615384615385,0.7702702702702704,0.15384615384615385,372.0,overlap_rate,0.1,,,,,,,
SWEEP_overlap_rate_0.1,11,random,L2_加粗粒度标记_LR,logistic,2469.0,741.0,0.5232459847844464,0.15247252747252749,1.5405405405405408,0.07692307692307693,1.5405405405405408,0.15384615384615385,0.7702702702702704,0.15384615384615385,0.0,overlap_rate,0.1,,,,,,,
SWEEP_overlap_rate_0.1,11,random,L4_集中式_LR,logistic,2469.0,741.0,0.6129543533389687,0.27060439560439564,3.0810810810810816,0.15384615384615385,2.310810810810811,0.23076923076923078,1.9256756756756759,0.38461538461538464,0.0,overlap_rate,0.1,,,,,,,
SWEEP_overlap_rate_0.1,11,random,L0_内地单方_GBDT,gbdt,2469.0,741.0,0.5979501267962807,0.21703296703296704,1.5405405405405408,0.07692307692307693,1.5405405405405408,0.15384615384615385,1.1554054054054055,0.23076923076923078,0.0,overlap_rate,0.1,60.0,0.0,0.0,,,,
SWEEP_overlap_rate_0.1,11,random,L4_集中式_GBDT,gbdt,2469.0,741.0,0.588123415046492,0.23076923076923078,0.0,0.0,0.7702702702702704,0.07692307692307693,1.9256756756756759,0.38461538461538464,773736.0,overlap_rate,0.1,60.0,400.0,400.0,,,,
SWEEP_overlap_rate_0.1,11,random,L3a_联邦LR,federated_logistic,2469.0,741.0,0.6106297548605241,0.2692307692307693,3.0810810810810816,0.15384615384615385,2.310810810810811,0.23076923076923078,1.5405405405405408,0.3076923076923077,1382400.0,overlap_rate,0.1,400.0,,,,,,
SWEEP_overlap_rate_0.1,11,random,L3b_纵向GBDT,vertical_gbdt,2469.0,741.0,0.588123415046492,0.23076923076923078,0.0,0.0,0.7702702702702704,0.07692307692307693,1.9256756756756759,0.38461538461538464,773736.0,overlap_rate,0.1,60.0,400.0,400.0,,,,
SWEEP_overlap_rate_0.1,11,random,L3c_SplitNN_形态A双向,splitnn,2469.0,741.0,0.510777683854607,0.15934065934065933,1.5405405405405408,0.07692307692307693,0.7702702702702704,0.07692307692307693,0.7702702702702704,0.15384615384615385,147456.0,overlap_rate,0.1,72.0,,,1.0,,,
SWEEP_overlap_rate_0.1,11,random,L3c_SplitNN_形态B自监督,splitnn,2469.0,741.0,0.5964708368554522,0.29120879120879123,0.0,0.0,0.7702702702702704,0.07692307692307693,0.7702702702702704,0.15384615384615385,73728.0,overlap_rate,0.1,72.0,,,0.0,,,
SWEEP_overlap_rate_0.1,11,random,L3c_SplitNN_形态B随机,splitnn,2469.0,741.0,0.4560439560439561,0.21016483516483514,0.0,0.0,0.0,0.0,0.3851351351351352,0.07692307692307693,73728.0,overlap_rate,0.1,72.0,,,0.0,,,
SWEEP_overlap_rate_0.1,11,random,L0_内地单方_UPLIFT,t_learner,2469.0,741.0,,,,,,,,,,overlap_rate,0.1,,,,,0.003251329384914942,0.0029239766081871343,
SWEEP_overlap_rate_0.1,11,random,L1_加k匿名统计_UPLIFT,t_learner,2469.0,741.0,,,,,,,,,,overlap_rate,0.1,,,,,0.0018031662818430853,0.034848484848484844,
SWEEP_overlap_rate_0.1,11,random,L2_加粗粒度标记_UPLIFT,t_learner,2469.0,741.0,,,,,,,,,,overlap_rate,0.1,,,,,0.0031235902850213584,0.03333333333333333,
SWEEP_overlap_rate_0.1,11,random,L4_集中式_UPLIFT,t_learner,2469.0,741.0,,,,,,,,,,overlap_rate,0.1,,,,,0.005276885931833788,0.07142857142857142,
SWEEP_overlap_rate_0.1,11,random,OVERLAP_L1_vs_L3a_联邦LR,top_k_overlap,,,,,,,,,,,,overlap_rate,0.1,,,,,,,0.35135135135135137
SWEEP_overlap_rate_0.1,11,random,OVERLAP_L1_vs_L3b_纵向GBDT,top_k_overlap,,,,,,,,,,,,overlap_rate,0.1,,,,,,,0.28378378378378377
SWEEP_overlap_rate_0.1,11,random,OVERLAP_L1_vs_L3c_SplitNN_形态A双向,top_k_overlap,,,,,,,,,,,,overlap_rate,0.1,,,,,,,0.32432432432432434
SWEEP_overlap_rate_0.1,22,random,L0_内地单方_LR,logistic,2375.0,713.0,0.7756456241032998,0.4247668579626973,5.0928571428571425,0.25,5.021126760563381,0.5,2.8243838028169015,0.5625,0.0,overlap_rate,0.1,,,,,,,
SWEEP_overlap_rate_0.1,22,random,L1_加k匿名统计_LR,logistic,2375.0,713.0,0.771700143472023,0.44485294117647056,5.0928571428571425,0.25,4.393485915492958,0.4375,2.8243838028169015,0.5625,372.0,overlap_rate,0.1,,,,,,,
SWEEP_overlap_rate_0.1,22,random,L2_加粗粒度标记_LR,logistic,2375.0,713.0,0.7691893830703013,0.4462876614060258,3.819642857142857,0.1875,5.021126760563381,0.5,2.8243838028169015,0.5625,0.0,overlap_rate,0.1,,,,,,,
SWEEP_overlap_rate_0.1,22,random,L4_集中式_LR,logistic,2375.0,713.0,0.8249641319942611,0.5966642754662841,7.639285714285714,0.375,4.393485915492958,0.4375,3.138204225352113,0.625,0.0,overlap_rate,0.1,,,,,,,
SWEEP_overlap_rate_0.1,22,random,L0_内地单方_GBDT,gbdt,2375.0,713.0,0.7706241032998565,0.4214490674318508,3.819642857142857,0.1875,3.7658450704225355,0.375,2.8243838028169015,0.5625,0.0,overlap_rate,0.1,60.0,0.0,0.0,,,,
SWEEP_overlap_rate_0.1,22,random,L4_集中式_GBDT,gbdt,2375.0,713.0,0.8297166427546628,0.6274210903873745,5.0928571428571425,0.25,3.138204225352113,0.3125,4.079665492957747,0.8125,756568.0,overlap_rate,0.1,60.0,414.0,414.0,,,,
SWEEP_overlap_rate_0.1,22,random,L3a_联邦LR,federated_logistic,2375.0,713.0,0.8273852223816356,0.5966642754662841,7.639285714285714,0.375,4.393485915492958,0.4375,3.138204225352113,0.625,1329600.0,overlap_rate,0.1,400.0,,,,,,
SWEEP_overlap_rate_0.1,22,random,L3b_纵向GBDT,vertical_gbdt,2375.0,713.0,0.8297166427546628,0.6274210903873745,5.0928571428571425,0.25,3.138204225352113,0.3125,4.079665492957747,0.8125,756568.0,overlap_rate,0.1,60.0,414.0,414.0,,,,
SWEEP_overlap_rate_0.1,22,random,L3c_SplitNN_形态A双向,splitnn,2375.0,713.0,0.8455882352941176,0.6007890961262554,7.639285714285714,0.375,5.021126760563381,0.5,3.7658450704225355,0.75,147456.0,overlap_rate,0.1,72.0,,,1.0,,,
SWEEP_overlap_rate_0.1,22,random,L3c_SplitNN_形态B自监督,splitnn,2375.0,713.0,0.7339490674318507,0.4138271162123386,3.819642857142857,0.1875,2.5105633802816905,0.25,1.8829225352112677,0.375,73728.0,overlap_rate,0.1,72.0,,,0.0,,,
SWEEP_overlap_rate_0.1,22,random,L3c_SplitNN_形态B随机,splitnn,2375.0,713.0,0.742916068866571,0.47121592539454804,5.0928571428571425,0.25,3.7658450704225355,0.375,1.8829225352112677,0.375,73728.0,overlap_rate,0.1,72.0,,,0.0,,,
SWEEP_overlap_rate_0.1,22,random,L0_内地单方_UPLIFT,t_learner,2375.0,713.0,,,,,,,,,,overlap_rate,0.1,,,,,0.0053499680659796845,0.11618589743589744,
SWEEP_overlap_rate_0.1,22,random,L1_加k匿名统计_UPLIFT,t_learner,2375.0,713.0,,,,,,,,,,overlap_rate,0.1,,,,,0.005786384034478429,0.10952380952380952,
SWEEP_overlap_rate_0.1,22,random,L2_加粗粒度标记_UPLIFT,t_learner,2375.0,713.0,,,,,,,,,,overlap_rate,0.1,,,,,0.006206357402537605,0.13577235772357724,
SWEEP_overlap_rate_0.1,22,random,L4_集中式_UPLIFT,t_learner,2375.0,713.0,,,,,,,,,,overlap_rate,0.1,,,,,0.007352590869030311,0.11961722488038276,
SWEEP_overlap_rate_0.1,22,random,OVERLAP_L1_vs_L3a_联邦LR,top_k_overlap,,,,,,,,,,,,overlap_rate,0.1,,,,,,,0.43661971830985913
SWEEP_overlap_rate_0.1,22,random,OVERLAP_L1_vs_L3b_纵向GBDT,top_k_overlap,,,,,,,,,,,,overlap_rate,0.1,,,,,,,0.39436619718309857
SWEEP_overlap_rate_0.1,22,random,OVERLAP_L1_vs_L3c_SplitNN_形态A双向,top_k_overlap,,,,,,,,,,,,overlap_rate,0.1,,,,,,,0.43661971830985913
SWEEP_overlap_rate_0.1,33,random,L0_内地单方_LR,logistic,2436.0,731.0,0.6882629107981221,0.32535211267605635,3.8677248677248675,0.19047619047619047,2.8610567514677103,0.2857142857142857,2.1457925636007826,0.42857142857142855,0.0,overlap_rate,0.1,,,,,,,
SWEEP_overlap_rate_0.1,33,random,L1_加k匿名统计_LR,logistic,2436.0,731.0,0.6916163648558015,0.34527162977867204,3.8677248677248675,0.19047619047619047,2.8610567514677103,0.2857142857142857,2.1457925636007826,0.42857142857142855,384.0,overlap_rate,0.1,,,,,,,
SWEEP_overlap_rate_0.1,33,random,L2_加粗粒度标记_LR,logistic,2436.0,731.0,0.7384976525821596,0.4256203890006707,5.801587301587301,0.2857142857142857,2.8610567514677103,0.2857142857142857,2.1457925636007826,0.42857142857142855,0.0,overlap_rate,0.1,,,,,,,
